SCHOOL,DEPARTMENT,POSITION,GENDER,Name,Other,a,b,c,d,e
Harvard,LAW SCHOOL,DEAN,M,Francis X. McCrossan,,,,,,
Harvard,MEDICAL SCHOOL,ASSISTANT DEAN,F,Lisa Muto,,,,,,
Harvard,MEDICAL SCHOOL,ASSOCIATE DEAN,F,Gina Vild ,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,F,"Gretchen Brodnicki,",,,,,,
Harvard,MEDICAL SCHOOL,DEAN,F,Maureen Connelly,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,F,Joan Reede,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,F,Nancy J. Tarbell,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,F,Lisa Boudreau,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,F,Anne Klibanski,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,M,George Q. Daley,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,M,Lee Nadler,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,M,David Roberts,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,M,David E. Golan,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,M,Fidencio Saldaña,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,M,Edward M. Hunder,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,M,David Silbersweig,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,M,Vikas P. Sukhatme,,,,,,
Harvard,MEDICAL SCHOOL,DEAN,M,Barrett J. Rollins,,,,,,
Harvard,RADCLIFFE INSTITUTE FOR ADVANCED STUDY ,ASSOCIATE DEAN,F,Nisha Mongia,Executive Dean ,,,,,
Harvard,RADCLIFFE INSTITUTE FOR ADVANCED STUDY ,ASSOCIATE DEAN,F,Ann Renauer,,,,,,
Harvard,RADCLIFFE INSTITUTE FOR ADVANCED STUDY ,ASSOCIATE DEAN,F,JudithVichniac,,,,,,
Harvard,RADCLIFFE INSTITUTE FOR ADVANCED STUDY ,ASSOCIATE DEAN,M,Matthew E. Kernkraut,Vice Dean ,,,,,
Harvard,RADCLIFFE INSTITUTE FOR ADVANCED STUDY ,DEAN,F,Lizabeth Cohen,,,,,,
Harvard,SCHOOL OF DENTAL MEDICINE,ASSISTANT DEAN,F,Catherine R. Ramos,,,,,,
Harvard,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,F,Wanda Mock,,,,,,
Harvard,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,F,Jane R. Barrow,,,,,,
Harvard,SCHOOL OF DENTAL MEDICINE,ASSOCIATE DEAN,M,John Da Silva,Vice Dean ,,,,,
Harvard,SCHOOL OF DENTAL MEDICINE,DEAN,F,Sang E. Park,,,,,,
Harvard,SCHOOL OF DENTAL MEDICINE,DEAN,M,Dean Bruce Donoff,,,,,,
Harvard,SCHOOL OF DENTAL MEDICINE,DEAN,M,Bjorn Reino Olsen,,,,,,
Harvard,SCHOOL OF DENTAL MEDICINE,DEAN,M,Charles H Frizzell,,,,,,
Harvard,SCHOOL OF ENGINEERING AND APPLIED SCIENCES,ASSISTANT DEAN,F,Pamela Choi Redfern,,,,,,
Harvard,SCHOOL OF ENGINEERING AND APPLIED SCIENCES,ASSISTANT DEAN,F,Diane Schneeberger,,,,,,
Harvard,SCHOOL OF ENGINEERING AND APPLIED SCIENCES,ASSISTANT DEAN,F,Catherine Chute ,,,,,,
Harvard,SCHOOL OF ENGINEERING AND APPLIED SCIENCES,ASSISTANT DEAN,M,Paul Karoff ,,,,,,
Harvard,SCHOOL OF ENGINEERING AND APPLIED SCIENCES,ASSISTANT DEAN,M,Anas Chalah,,,,,,
Harvard,SCHOOL OF ENGINEERING AND APPLIED SCIENCES,ASSISTANT DEAN,M,Timothy Fater ,,,,,,
Harvard,SCHOOL OF ENGINEERING AND APPLIED SCIENCES,ASSOCIATE DEAN,M,David Hwang,,,,,,
Harvard,SCHOOL OF ENGINEERING AND APPLIED SCIENCES,DEAN,M,Frank Doyle,,,,,,
Harvard,SCHOOL OF ENGINEERING AND APPLIED SCIENCES,DEAN,M,G. Timothy Bowman ,Executive Dean ,,,,,
Harvard,SCHOOL OF ENGINEERING AND APPLIED SCIENCES,DEAN,M,Fawwaz Habbal ,Executive Dean ,,,,,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSISTANT DEAN,M,James Smith,,,,,,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Meredith B. Rosenthal,,,,,,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Francesca Dominici,,,,,,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Nancy Turnbull,,,,,,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Nancy Kane,,,,,,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Mahnaz El-Kouedi,,,,,,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,M,Michael J. Grusby,Executive Dean ,,,,,
Harvard,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,M,Michael Voligny,Vice Dean ,,,,,
Harvard,SCHOOL OF PUBLIC HEALTH,DEAN,F,Michelle Williams,,,,,,
Harvard,SCHOOL OF PUBLIC HEALTH,DEAN,F,Karen M. Emmons,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSISTANT DEAN,M,Gabriel Handel,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,F,Janice H. Hammond,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,F, Angela Q. Crispi,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,F,Jean M. Cunningham,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,M,Bharat N. Anand,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,M,David E. Bell,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,M,Srikant M. Datar,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,M,C. Fritz Foley,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,M,Paul M. Healy,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,M,Das Narayandas,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,M,Felix Oberholzer-Gee,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,M,David Scharfstein,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,M,Jan W. Rivkin,,,,,,
Harvard,SCHOOLF OF BUSINESS ,ASSOCIATE DEAN,M,Luis M. Viceira,,,,,,
Harvard,SCHOOLF OF BUSINESS ,DEAN,M,Nitin Nohria,,,,,,
Harvard,SENIOR LEADERSHIP,OTHER,M,Mark Elliott,Vice Provost ,,,,,
Harvard,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Drew Gilpin Faust ,,,,,,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Katherine N. Lapp,,,,,,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Tamara Rogers,,,,,,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Marilyn Hausammann,,,,,,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Anne Margulies,,,,,,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Leah Rosovsky,,,,,,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Sarah E. Thomas,,,,,,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Meredith Weenick,,,,,,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Alan Garber,Provost ,,,,,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Paul Andrew,,,,,,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Marc Goodheart,,,,,,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Robert Iuliano,,,,,,
Harvard,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Thomas J. Hollister,,,,,,
john Hopkins University,Arts & Sciences,DEAN,M,ANDREW WILSON,,,,,,
john Hopkins University,Arts & Sciences,DEAN,M,"Winston Tabb,",,,,,,
john Hopkins University,BUSINESS SCHOOL ,ASSISTANT DEAN,F,OKSANA CARLSON,,,,,,
john Hopkins University,BUSINESS SCHOOL ,ASSISTANT DEAN,F,PAMELA WILLIAMS,,,,,,
john Hopkins University,BUSINESS SCHOOL ,ASSOCIATE DEAN,F,VALERIE SUSLOW,VICE DEAN ,,,,,
john Hopkins University,BUSINESS SCHOOL ,ASSOCIATE DEAN,F,D. JILL GREEN,,,,,,
john Hopkins University,BUSINESS SCHOOL ,ASSOCIATE DEAN,F,KIERA HYNNINEN,,,,,,
john Hopkins University,BUSINESS SCHOOL ,ASSOCIATE DEAN,M,KEVIN FRICK,VICE DEAN ,,,,,
john Hopkins University,BUSINESS SCHOOL ,ASSOCIATE DEAN,M,CHRIS BAUMAN,,,,,,
john Hopkins University,BUSINESS SCHOOL ,ASSOCIATE DEAN,M,GREG BOWDEN,,,,,,
john Hopkins University,BUSINESS SCHOOL ,ASSOCIATE DEAN,M,GLEN STEINBACH,,,,,,
john Hopkins University,BUSINESS SCHOOL ,DEAN,M,BERNARD FERRARI,,,,,,
john Hopkins University,PEABODY INSTITUTE,ASSOCIATE DEAN,F,Abra Bush,,,,,,
john Hopkins University,PEABODY INSTITUTE,ASSOCIATE DEAN,F,Maureen Harrigan,,,,,,
john Hopkins University,PEABODY INSTITUTE,ASSOCIATE DEAN,F,Sarah Hoover,,,,,,
john Hopkins University,PEABODY INSTITUTE,ASSOCIATE DEAN,F,essica Lunken,,,,,,
john Hopkins University,PEABODY INSTITUTE,ASSOCIATE DEAN,M,Townsend Plant,,,,,,
john Hopkins University,PEABODY INSTITUTE,ASSOCIATE DEAN,M,Paul Mathews,,,,,,
john Hopkins University,PEABODY INSTITUTE,DEAN,M,Fred Bronstein,,,,,,
john Hopkins University,SCHOOL OF ADVANCED INTERNATIONAL STUDIES,ASSISTANT DEAN,F,Noemi Crespo Rice,,,,,,
john Hopkins University,SCHOOL OF ADVANCED INTERNATIONAL STUDIES,ASSISTANT DEAN,F,Guadalupe Paz,,,,,,
john Hopkins University,SCHOOL OF ADVANCED INTERNATIONAL STUDIES,ASSOCIATE DEAN,F,Kimberle Morton,,,,,,
john Hopkins University,SCHOOL OF ADVANCED INTERNATIONAL STUDIES,ASSOCIATE DEAN,M,Myron K. Kunka,,,,,,
john Hopkins University,SCHOOL OF ADVANCED INTERNATIONAL STUDIES,ASSOCIATE DEAN,M,Peter M. Lewis,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF ADVANCED INTERNATIONAL STUDIES,DEAN,M,Vali R. Nasr,,,,,,
john Hopkins University,SCHOOL OF ARTS AND SCIENCES,ASSISTANT DEAN,F,Mary Louise Healy,,,,,,
john Hopkins University,SCHOOL OF ARTS AND SCIENCES,ASSISTANT DEAN,F,Linda Nathan,,,,,,
john Hopkins University,SCHOOL OF ARTS AND SCIENCES,ASSISTANT DEAN,F,Darlene Saporu,,,,,,
john Hopkins University,SCHOOL OF ARTS AND SCIENCES,ASSISTANT DEAN,M,Jim Fry,,,,,,
john Hopkins University,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Betsy M. Bryan,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Lynn Johnson Langer,,,,,,
john Hopkins University,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,F,Debra Lannon,,,,,,
john Hopkins University,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Daniel A. Cronin,,,,,,
john Hopkins University,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Matthew Roller,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,Joel Schildbach,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF ARTS AND SCIENCES,ASSOCIATE DEAN,M,John P. Toscano,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF ARTS AND SCIENCES,DEAN,F,Beverly Wendland,,,,,,
john Hopkins University,SCHOOL OF EDUCATION,ASSOCIATE DEAN,F,Mariale Hardiman,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF EDUCATION,ASSOCIATE DEAN,F,Chadia Abras,,,,,,
john Hopkins University,SCHOOL OF EDUCATION,ASSOCIATE DEAN,F,Michele Ewing,,,,,,
john Hopkins University,SCHOOL OF EDUCATION,ASSOCIATE DEAN,F,Jacqueline Nunn,,,,,,
john Hopkins University,SCHOOL OF EDUCATION,ASSOCIATE DEAN,F,Debbie Rice,,,,,,
john Hopkins University,SCHOOL OF EDUCATION,ASSOCIATE DEAN,F,Amy Shelton,,,,,,
john Hopkins University,SCHOOL OF EDUCATION,DEAN,M,Christopher Morphew,,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSISTANT DEAN,F,Christine Kavanagh,,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSISTANT DEAN,F,Christine Newman,,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSISTANT DEAN,F,Janet Weise,,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSISTANT DEAN,M,Hedy Alavi,,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,F,Megan Howie,,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,"Scheinerman, Edward R.",VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,"Douglas, Andrew S.",VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,James Aumiller,,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,"Harry K. Charles, Jr.",,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,Chad Clapsaddle,,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,Michael Falk,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,Daniel Horn,,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,Larry Nagahara,,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,M,Dexter Smith,,,,,,
john Hopkins University,SCHOOL OF ENGINEERING,DEAN,M,Ed Schlesinger,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Sarah Clever,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Annette Mallory Donawa,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,"Laura Hanyok,",,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Shari Lawson,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Maura McGuire,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Megan Kasimatis Singleton,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Harry Goldberg,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Henry Fessler,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Damani Piggot,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Randall Reed,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Barry Solomon,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Paul White,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Janice E. Clements,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Geraldine Seydoux,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Jessica Bienstock,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Barbara Fivush,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Mary E. Foy,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Julie Gottlieb,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Nancy Hueppchen,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,"Rachel Levine,",,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Sylvia Powell,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,F,Kim Skarupski,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Landon S. King,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,"William A. Baumgartner,",VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Jonathan Ellen,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Daniel E. Ford,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,David B. Hellmann,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Antony Rosen,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Roy Ziegelstein,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Michael Amey,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Todd Dorman,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Peter Espenshade,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,James Erickson,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Nauder Faraday,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Allan Gelber,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,"Peter Greene,",,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Thomas Koenig,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Ben Ho Park,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,David Yousem,,,,,,
john Hopkins University,SCHOOL OF MEDICINE,DEAN,M,"Paul B. Rothman,",,,,,,
john Hopkins University,SCHOOL OF NURSING,ASSISTANT DEAN,F,Tammy Berwanger,,,,,,
john Hopkins University,SCHOOL OF NURSING,ASSOCIATE DEAN,F,"Akudo Anyanwu, MD, MPH",,,,,,
john Hopkins University,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Rita D’Aoust,,,,,,
john Hopkins University,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Jennifer Dotzenrod,,,,,,
john Hopkins University,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Chris Atkins Godack,,,,,,
john Hopkins University,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Cheryl Dennison Himmelfarb,,,,,,
john Hopkins University,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Marie Nolan,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Nancy Reynolds,,,,,,
john Hopkins University,SCHOOL OF NURSING,ASSOCIATE DEAN,F,Phyllis Sharps,,,,,,
john Hopkins University,SCHOOL OF NURSING,ASSOCIATE DEAN,M,David Newton,,,,,,
john Hopkins University,SCHOOL OF NURSING,DEAN,F,Patricia M. Davidson,,,,,,
john Hopkins University,SCHOOL OF PUBLIC HEALTH ,ASSISTANT DEAN,F,Katherine Parris Frey,,,,,,
john Hopkins University,SCHOOL OF PUBLIC HEALTH ,ASSOCIATE DEAN,F,Jane Schlegel,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF PUBLIC HEALTH ,ASSOCIATE DEAN,F,Laura Morlock,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF PUBLIC HEALTH ,ASSOCIATE DEAN,F,Janet DiPietro,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF PUBLIC HEALTH ,ASSOCIATE DEAN,F,Elizabeth Stuart,,,,,,
john Hopkins University,SCHOOL OF PUBLIC HEALTH ,ASSOCIATE DEAN,M,Joshua M. Sharfstein,VICE DEAN ,,,,,
john Hopkins University,SCHOOL OF PUBLIC HEALTH ,ASSOCIATE DEAN,M,Heath Elliott,,,,,,
john Hopkins University,SCHOOL OF PUBLIC HEALTH ,ASSOCIATE DEAN,M,Michael Ward,,,,,,
john Hopkins University,SCHOOL OF PUBLIC HEALTH ,DEAN,F,Ellen J. MacKenzie,,,,,,
john Hopkins University,SENIOR LEADERSHIP,OTHER,F,Stephanie L. Reel,VICE PROVOST ,,,,,
john Hopkins University,SENIOR LEADERSHIP,OTHER,F,Alexandra Albinak McKeown,VICE PROVOST ,,,,,
john Hopkins University,SENIOR LEADERSHIP,OTHER,M,David Phillips ,VICE PROVOST ,,,,,
john Hopkins University,SENIOR LEADERSHIP,OTHER,M,Denis Wirtz,VICE PROVOST ,,,,,
john Hopkins University,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Ronald J. Daniels,,,,,,
john Hopkins University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,"Kerry A. Ates, ",,,,,,
john Hopkins University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Heidi E. Conway,,,,,,
john Hopkins University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,"Helene T. Grady,",,,,,,
john Hopkins University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Melissa Hyatt,,,,,,
john Hopkins University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Susan Ridge,,,,,,
john Hopkins University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Sunil Kumar,PROVOST,,,,,
john Hopkins University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Daniel G. Ennis,,,,,,
john Hopkins University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Thomas S. Lewis,,,,,,
john Hopkins University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Robert A. McLean,,,,,,
john Hopkins University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Jason T. Perlion,,,,,,
john Hopkins University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Fritz W. Schroeder,,,,,,
john Hopkins University,UNDERGRADUATE ADMISSIONS,DEAN,F,Ellen Kim,,,,,,
McMaster University,EDUCATION SERVICES ,ASSISTANT DEAN,F,Dorothy Bakker,,,,,,
McMaster University,EDUCATION SERVICES ,ASSISTANT DEAN,F,Kristen Burrows,,,,,,
McMaster University,EDUCATION SERVICES ,ASSISTANT DEAN,F,Janice Harvey,,,,,,
McMaster University,EDUCATION SERVICES ,ASSISTANT DEAN,F,Cathy Morris,,,,,,
McMaster University,EDUCATION SERVICES ,ASSISTANT DEAN,F,Stacey Ritz,,,,,,
McMaster University,EDUCATION SERVICES ,ASSISTANT DEAN,F,Anne Wong,,,,,,
McMaster University,EDUCATION SERVICES ,ASSISTANT DEAN,M,Khalid Azzam,,,,,,
McMaster University,EDUCATION SERVICES ,ASSISTANT DEAN,M,Jonathan Sherbino,,,,,,
McMaster University,EDUCATION SERVICES ,ASSISTANT DEAN,M,Karl Stobbe,,,,,,
McMaster University,EDUCATION SERVICES ,ASSISTANT DEAN,M,Parveen Wasi,,,,,,
McMaster University,EDUCATION SERVICES ,ASSISTANT DEAN,M,Rob Whyte,,,,,,
McMaster University,FACULTY OF ENGINEERING,ASSOCIATE DEAN,M,John Preston,,,,,,
McMaster University,FACULTY OF ENGINEERING,ASSOCIATE DEAN,M,Ken Coley,,,,,,
McMaster University,FACULTY OF ENGINEERING,DEAN,M,Ishwar K. Puri,,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSISTANT DEAN,F,Nancy Carter,,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSISTANT DEAN,F,Ruth Chen,,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSISTANT DEAN,F,Vanina Dal Bello-Haas,,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSISTANT DEAN,F,Lori Letts,,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSISTANT DEAN,F,Lyn Turkstra,,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSISTANT DEAN,F,Julie Richardson,,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSISTANT DEAN,M,Michael McGillion,,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSOCIATE DEAN,F,Susan Denburg,VICE DEAN,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSOCIATE DEAN,F,Sandra Carrol,VICE DEAN,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSOCIATE DEAN,F,Catherine Hayward,VICE DEAN,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSOCIATE DEAN,F,Dina Brooks,VICE DEAN,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSOCIATE DEAN,M,onathan Bramson,VICE DEAN,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSOCIATE DEAN,M,Alan Neville,VICE DEAN,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSOCIATE DEAN,M,William Orova,VICE DEAN,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSOCIATE DEAN,M,Mark Walton,VICE DEAN,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,ASSOCIATE DEAN,M,Steve Hanna,VICE DEAN,,,,,
McMaster University,FACULTY OF HEALTH SCIENCES,DEAN,M,Paul O'Byrne,,,,,,
McMaster University,FACULTY OF HUMANITIES,ASSISTANT DEAN,F,Jackie Osterman,,,,,,
McMaster University,FACULTY OF HUMANITIES,ASSOCIATE DEAN,F,Pamela Swett,,,,,,
McMaster University,FACULTY OF HUMANITIES,ASSOCIATE DEAN,M,Sean Corner,,,,,,
McMaster University,FACULTY OF HUMANITIES,DEAN,M,Ken Cruikshank,,,,,,
McMaster University,FACULTY OF SCIENCE ,ASSISTANT DEAN,F,Joanne Smith,,,,,,
McMaster University,FACULTY OF SCIENCE ,ASSOCIATE DEAN,M,Michael Farquharson,,,,,,
McMaster University,FACULTY OF SCIENCE ,ASSOCIATE DEAN,M,Gianni Parise,,,,,,
McMaster University,FACULTY OF SCIENCE ,DEAN,F,Maureen MacDonald,,,,,,
McMaster University,FACULTY OF SOCIAL SCIENCE,ASSISTANT DEAN,F,Lynn Giordano,,,,,,
McMaster University,FACULTY OF SOCIAL SCIENCE,ASSOCIATE DEAN,F,Tracy Prowse,,,,,,
McMaster University,FACULTY OF SOCIAL SCIENCE,DEAN,M,Jeremiah Hurley,,,,,,
